sessionid,treatmentnumber,contracts,period,message,subject,group,role,timechatchatmessage,N,reverse
091106_1339,1,contracts,26,oh right ok,7,3,2,20,4,1
091106_1339,1,contracts,26,:),13,3,4,18,4,1
091106_1339,1,contracts,26,100 yh,13,3,4,14,4,1
091106_1339,1,contracts,26,thats a good idea have you been keeping track!,7,3,2,14,4,1
091106_1339,1,contracts,26,lol,13,3,4,9,4,1
091106_1339,1,contracts,26,whats the conversion rate?,4,3,1,8,4,1
091106_1339,1,contracts,26,yhp,13,3,4,5,4,1
091106_1339,1,contracts,26,"50,000 is a pound",7,3,2,2,4,1
091106_1339,1,contracts,27,i think everyone is doing this!,10,3,3,55,4,1
091106_1339,1,contracts,27,sup?,13,3,4,54,4,1
091106_1339,1,contracts,27,i wonder how much we have earned compared to other groups,7,3,2,54,4,1
091106_1339,1,contracts,27,,13,3,4,54,4,1
091106_1339,1,contracts,27,yh,13,3,4,49,4,1
091106_1339,1,contracts,27,do you rekon the guy is rigging the dice so we can all keep chatting,4,3,1,48,4,1
091106_1339,1,contracts,27,me too,13,3,4,46,4,1
091106_1339,1,contracts,27,i know i will have less than you guys cos of being too trusting at the beginning,7,3,2,41,4,1
091106_1339,1,contracts,27,maybe,13,3,4,40,4,1
091106_1339,1,contracts,27,and me,10,3,3,33,4,1
091106_1339,1,contracts,27,Awww.....,13,3,4,32,4,1
091106_1339,1,contracts,27,yeah they were laughing i think at our cyber hugs,7,3,2,31,4,1
091106_1339,1,contracts,27,and me compared to A,13,3,4,26,4,1
091106_1339,1,contracts,27,b ill give you some of my money,4,3,1,26,4,1
091106_1339,1,contracts,27,hha,10,3,3,24,4,1
091106_1339,1,contracts,27,....,4,3,1,21,4,1
091106_1339,1,contracts,27,im sure they read the chats,7,3,2,21,4,1
091106_1339,1,contracts,27,haha aww no dont worry i am not that poor yet!,7,3,2,14,4,1
091106_1339,1,contracts,27,yeah,10,3,3,14,4,1
091106_1339,1,contracts,27,lol,13,3,4,14,4,1
091106_1339,1,contracts,27,yh maybe,13,3,4,10,4,1
091106_1339,1,contracts,27,actually yh,13,3,4,2,4,1
091106_1339,1,contracts,27,100,7,3,2,1,4,1
091106_1339,1,contracts,28,weve got 5 more mins,13,3,4,56,4,1
091106_1339,1,contracts,28,its never gona roll 6,10,3,3,52,4,1
091106_1339,1,contracts,28,oh yeah,10,3,3,45,4,1
091106_1339,1,contracts,28,never say never,13,3,4,44,4,1
091106_1339,1,contracts,28,no the experiment said it was finising at 4,7,3,2,44,4,1
091106_1339,1,contracts,28,:P,13,3,4,41,4,1
091106_1339,1,contracts,28,at latest,7,3,2,39,4,1
091106_1339,1,contracts,28,oh#okies..,13,3,4,33,4,1
091106_1339,1,contracts,28,i was wondering how it would end,10,3,3,29,4,1
091106_1339,1,contracts,28,its an hour and a half but it might finish early,7,3,2,25,4,1
091106_1339,1,contracts,28,yeah i think they have acounted for it to go up to 4pm incase,4,3,1,23,4,1
091106_1339,1,contracts,28,if there is a ever a mystical 6!,7,3,2,19,4,1
091106_1339,1,contracts,28,lol,13,3,4,13,4,1
091106_1339,1,contracts,28,this reminds me of neopets,13,3,4,9,4,1
091106_1339,1,contracts,28,haha,10,3,3,4,4,1
091106_1339,1,contracts,28,WHAT,4,3,1,4,4,1
091106_1339,1,contracts,29,i used to play neopets,10,3,3,57,4,1
091106_1339,1,contracts,29,what is that,7,3,2,52,4,1
091106_1339,1,contracts,29,have u noticed teh numbers on the dice keep decreasing,13,3,4,48,4,1
091106_1339,1,contracts,29,you guys are not as cool as i thought you were,4,3,1,47,4,1
091106_1339,1,contracts,29,me too,13,3,4,44,4,1
091106_1339,1,contracts,29,haha,10,3,3,42,4,1
091106_1339,1,contracts,29,hahaha ,7,3,2,42,4,1
091106_1339,1,contracts,29, i love neopets,13,3,4,41,4,1
091106_1339,1,contracts,29,with u a,7,3,2,37,4,1
091106_1339,1,contracts,29,theyre cute,13,3,4,36,4,1
091106_1339,1,contracts,29,but i stopped a year ago,13,3,4,31,4,1
091106_1339,1,contracts,29,haha,7,3,2,28,4,1
091106_1339,1,contracts,29,only a year,7,3,2,27,4,1
091106_1339,1,contracts,29,d.....,4,3,1,21,4,1
091106_1339,1,contracts,29,yhp..,13,3,4,17,4,1
091106_1339,1,contracts,29,aww so are they on your pc,7,3,2,17,4,1
091106_1339,1,contracts,29,huh?,13,3,4,10,4,1
091106_1339,1,contracts,29,neopets,7,3,2,7,4,1
091106_1339,1,contracts,29,online,10,3,3,5,4,1
091106_1339,1,contracts,29,what are they,7,3,2,4,4,1
091106_1339,1,contracts,29,ohh,7,3,2,2,4,1
091106_1339,1,contracts,29,geeks,4,3,1,0,4,1
091217_1250,1,contracts,30,hello,12,1,6,56,8,0
091217_1250,1,contracts,30,reasonable pricing,4,1,2,51,8,0
091217_1250,1,contracts,30,hi,8,1,4,50,8,0
091217_1250,1,contracts,30,hey,4,1,2,48,8,0
091217_1250,1,contracts,30,hi,6,1,3,48,8,0
091217_1250,1,contracts,30,shall we try keep it up high,10,1,5,46,8,0
091217_1250,1,contracts,30,hi,2,1,1,44,8,0
091217_1250,1,contracts,30,above 50 minimum?,14,1,7,42,8,0
091217_1250,1,contracts,30,if we all set the same price we stand to gain the most overal,16,1,8,42,8,0
091217_1250,1,contracts,30,50 min,4,1,2,38,8,0
091217_1250,1,contracts,30,sounds good,2,1,1,37,8,0
091217_1250,1,contracts,30,100?,6,1,3,37,8,0
091217_1250,1,contracts,30,high is good if we want money,12,1,6,37,8,0
091217_1250,1,contracts,30,100,2,1,1,31,8,0
091217_1250,1,contracts,30,agree a price now,4,1,2,29,8,0
091217_1250,1,contracts,30,the same number,16,1,8,29,8,0
091217_1250,1,contracts,30,"yeah, so shall we all do 100?",8,1,4,29,8,0
091217_1250,1,contracts,30,"yeah 100, but will people do it!",14,1,7,29,8,0
091217_1250,1,contracts,30,each 100?,12,1,6,26,8,0
091217_1250,1,contracts,30,100,4,1,2,24,8,0
091217_1250,1,contracts,30,1000,10,1,5,22,8,0
091217_1250,1,contracts,30,100 each,16,1,8,20,8,0
091217_1250,1,contracts,30,100,10,1,5,19,8,0
091217_1250,1,contracts,30,ok,12,1,6,18,8,0
091217_1250,1,contracts,30,100,4,1,2,17,8,0
091217_1250,1,contracts,30,i will do 100,6,1,3,17,8,0
091217_1250,1,contracts,30,yep 100,2,1,1,16,8,0
091217_1250,1,contracts,30,ok,4,1,2,15,8,0
091217_1250,1,contracts,30,defo?,4,1,2,13,8,0
091217_1250,1,contracts,30,10o it is :),16,1,8,11,8,0
091217_1250,1,contracts,30,100 sounds good,8,1,4,11,8,0
091217_1250,1,contracts,30,yes,6,1,3,10,8,0
091217_1250,1,contracts,30,100,4,1,2,9,8,0
091217_1250,1,contracts,30,yes,8,1,4,8,8,0
091217_1250,1,contracts,30,yes,4,1,2,6,8,0
091217_1250,1,contracts,30,yep,10,1,5,4,8,0
091217_1250,1,contracts,30,lets go,4,1,2,2,8,0
091217_1250,1,contracts,30,"i wil for the 1st one, as long as you do!",14,1,7,1,8,0
091217_1250,1,contracts,31,shall we keep going for it?,4,1,2,55,8,0
091217_1250,1,contracts,31,again?,12,1,6,55,8,0
091217_1250,1,contracts,31,that works well ,8,1,4,54,8,0
091217_1250,1,contracts,31,yeah,4,1,2,50,8,0
091217_1250,1,contracts,31,sure,10,1,5,50,8,0
091217_1250,1,contracts,31,we should,4,1,2,48,8,0
091217_1250,1,contracts,31,yes,8,1,4,48,8,0
091217_1250,1,contracts,31,ok,12,1,6,48,8,0
091217_1250,1,contracts,31,yep i think so,2,1,1,47,8,0
091217_1250,1,contracts,31,Im guessing thats more moeny than most ppl made last time?,16,1,8,47,8,0
091217_1250,1,contracts,31,for the next few gos,4,1,2,42,8,0
091217_1250,1,contracts,31,its the only way otherwise if someone messes it up...it'll keep going down,14,1,7,39,8,0
091217_1250,1,contracts,31,that was alot more,4,1,2,36,8,0
091217_1250,1,contracts,31,"yeah, over all the 20 goes we'll make a lot",8,1,4,34,8,0
091217_1250,1,contracts,31,"yes, we'll make more eventually if we work together",6,1,3,33,8,0
091217_1250,1,contracts,31,100,4,1,2,28,8,0
091217_1250,1,contracts,31,100,14,1,7,24,8,0
091217_1250,1,contracts,31,100,6,1,3,24,8,0
091217_1250,1,contracts,31,100,16,1,8,24,8,0
091217_1250,1,contracts,31,100,12,1,6,23,8,0
091217_1250,1,contracts,31,yes,4,1,2,22,8,0
091217_1250,1,contracts,31,100,8,1,4,21,8,0
091217_1250,1,contracts,31,sounds good 100,2,1,1,21,8,0
091217_1250,1,contracts,31,100,10,1,5,21,8,0
091217_1250,1,contracts,31,lets go for it again then,4,1,2,16,8,0
091217_1250,1,contracts,31,:-),4,1,2,12,8,0
091217_1250,1,contracts,31,:D,12,1,6,7,8,0
091217_1250,1,contracts,31,done :D,14,1,7,4,8,0
091217_1250,1,contracts,32,awesome :D,14,1,7,58,8,0
091217_1250,1,contracts,32,all the way?,4,1,2,57,8,0
091217_1250,1,contracts,32,we actually make £2 if we do,16,1,8,51,8,0
091217_1250,1,contracts,32,i think we should,6,1,3,49,8,0
091217_1250,1,contracts,32,shall we?,4,1,2,46,8,0
091217_1250,1,contracts,32,yep,12,1,6,45,8,0
091217_1250,1,contracts,32,only way to i reckon,14,1,7,45,8,0
091217_1250,1,contracts,32,yeh otherwise we'll never make a £,10,1,5,43,8,0
091217_1250,1,contracts,32,me too,4,1,2,42,8,0
091217_1250,1,contracts,32,ok,4,1,2,40,8,0
091217_1250,1,contracts,32,yes i think so,2,1,1,39,8,0
091217_1250,1,contracts,32,100,4,1,2,38,8,0
091217_1250,1,contracts,32,yes sounds good,8,1,4,37,8,0
091217_1250,1,contracts,32,yes,4,1,2,34,8,0
091217_1250,1,contracts,32,100,14,1,7,34,8,0
091217_1250,1,contracts,32,think i made 1p last round,6,1,3,32,8,0
091217_1250,1,contracts,32,same!!!,14,1,7,28,8,0
091217_1250,1,contracts,32,haha,10,1,5,23,8,0
091217_1250,1,contracts,32,yeah me too :S ,8,1,4,22,8,0
091217_1250,1,contracts,32,100 then,6,1,3,21,8,0
091217_1250,1,contracts,32,ok so we're going for it again,4,1,2,19,8,0
091217_1250,1,contracts,32,me too,10,1,5,18,8,0
091217_1250,1,contracts,32,100,8,1,4,16,8,0
091217_1250,1,contracts,32,cool,4,1,2,16,8,0
091217_1250,1,contracts,32,yeah 100,14,1,7,15,8,0
091217_1250,1,contracts,32,100,10,1,5,11,8,0
091217_1250,1,contracts,32,ok,12,1,6,6,8,0
091217_1250,1,contracts,32,lets do it,4,1,2,3,8,0
091217_1250,1,contracts,33,good,4,1,2,59,8,0
091217_1250,1,contracts,33,:),6,1,3,56,8,0
091217_1250,1,contracts,33,same again i guessing?,4,1,2,54,8,0
091217_1250,1,contracts,33,how many rounds are there?,16,1,8,50,8,0
091217_1250,1,contracts,33,very good,2,1,1,48,8,0
091217_1250,1,contracts,33,"well done guys, yeah same?",14,1,7,47,8,0
091217_1250,1,contracts,33,20,6,1,3,47,8,0
091217_1250,1,contracts,33,20,12,1,6,47,8,0
091217_1250,1,contracts,33,its better than not getting anything,4,1,2,46,8,0
091217_1250,1,contracts,33,yeah same,4,1,2,43,8,0
091217_1250,1,contracts,33,at least,6,1,3,42,8,0
091217_1250,1,contracts,33,20 rounds + however many coz of the dice,14,1,7,39,8,0
091217_1250,1,contracts,33,so,4,1,2,34,8,0
091217_1250,1,contracts,33,we're going for 100,4,1,2,30,8,0
091217_1250,1,contracts,33,100,12,1,6,28,8,0
091217_1250,1,contracts,33,yep,14,1,7,27,8,0
091217_1250,1,contracts,33,100,6,1,3,26,8,0
091217_1250,1,contracts,33,100,14,1,7,26,8,0
091217_1250,1,contracts,33,100,8,1,4,25,8,0
091217_1250,1,contracts,33,i am,2,1,1,24,8,0
091217_1250,1,contracts,33,100,4,1,2,22,8,0
091217_1250,1,contracts,33,done,4,1,2,19,8,0
091217_1250,1,contracts,33,:-),4,1,2,17,8,0
091217_1250,1,contracts,33,lets go,4,1,2,6,8,0
091217_1250,1,contracts,34,wicked,4,1,2,58,8,0
091217_1250,1,contracts,34,That was exciting ,16,1,8,56,8,0
091217_1250,1,contracts,34,haha,6,1,3,53,8,0
091217_1250,1,contracts,34,"awesome, should be more than £2 right?",14,1,7,49,8,0
091217_1250,1,contracts,34,lol this is like a weird msn,4,1,2,46,8,0
091217_1250,1,contracts,34,wonder how other ppl are doing,6,1,3,42,8,0
091217_1250,1,contracts,34,is it better if everyone does 100 except 1 99 and take turns of who is 99?,12,1,6,39,8,0
091217_1250,1,contracts,34,ok so 100 again?,4,1,2,36,8,0
091217_1250,1,contracts,34,Its not that much more than £2,16,1,8,29,8,0
091217_1250,1,contracts,34,not a bad point....,14,1,7,29,8,0
091217_1250,1,contracts,34,yeh then it will get bumped up,10,1,5,23,8,0
091217_1250,1,contracts,34,not  badpoint,4,1,2,23,8,0
091217_1250,1,contracts,34,good idea,2,1,1,21,8,0
091217_1250,1,contracts,34,who goes first then,4,1,2,19,8,0
091217_1250,1,contracts,34,or we do it ext round,4,1,2,15,8,0
091217_1250,1,contracts,34,shotgun,16,1,8,15,8,0
091217_1250,1,contracts,34,not much time,4,1,2,14,8,0
091217_1250,1,contracts,34,do 100 this one then sort it on the next one?,14,1,7,12,8,0
091217_1250,1,contracts,34,yeah ,4,1,2,8,8,0
091217_1250,1,contracts,34,ok 100 now,12,1,6,8,8,0
091217_1250,1,contracts,34,100,4,1,2,7,8,0
091217_1250,1,contracts,34,yeah 100 for this round,8,1,4,5,8,0
091217_1250,1,contracts,34,100,16,1,8,4,8,0
091217_1250,1,contracts,34,then next round,4,1,2,4,8,0
091217_1250,1,contracts,34,alphabet wise?,10,1,5,3,8,0
091217_1250,1,contracts,34,yeah 100 for now,6,1,3,3,8,0
091217_1250,1,contracts,35,do it alphabetically,4,1,2,57,8,0
091217_1250,1,contracts,35,ok im fine with alphabet...,14,1,7,57,8,0
091217_1250,1,contracts,35,ok so A first,12,1,6,56,8,0
091217_1250,1,contracts,35,not sure if we'd get more that way tho,6,1,3,50,8,0
091217_1250,1,contracts,35,ok A go first,4,1,2,49,8,0
091217_1250,1,contracts,35,ok i'll put 99,2,1,1,48,8,0
091217_1250,1,contracts,35,cool,10,1,5,43,8,0
091217_1250,1,contracts,35,and everyone else 100?,8,1,4,41,8,0
091217_1250,1,contracts,35,such a chore.... ,16,1,8,40,8,0
091217_1250,1,contracts,35,ok so the number will be 99,4,1,2,39,8,0
091217_1250,1,contracts,35,cause we'd be detting 99x7 every 7 goes,6,1,3,37,8,0
091217_1250,1,contracts,35,yeah ,4,1,2,34,8,0
091217_1250,1,contracts,35,99 for A we put 100,14,1,7,31,8,0
091217_1250,1,contracts,35,yep,12,1,6,27,8,0
091217_1250,1,contracts,35,cool,2,1,1,26,8,0
091217_1250,1,contracts,35,A 99 others 100,4,1,2,20,8,0
091217_1250,1,contracts,35,ok,4,1,2,13,8,0
091217_1250,1,contracts,35,good luck A :D,14,1,7,9,8,0
091217_1250,1,contracts,35,yeah ok,6,1,3,9,8,0
091217_1250,1,contracts,35,thanks,2,1,1,4,8,0
091217_1250,1,contracts,35,:),4,1,2,1,8,0
091217_1250,1,contracts,36,i clicked too fast,4,1,2,58,8,0
091217_1250,1,contracts,36,yay lots of money,2,1,1,54,8,0
091217_1250,1,contracts,36,did it work out well?,4,1,2,54,8,0
091217_1250,1,contracts,36,B?,12,1,6,51,8,0
091217_1250,1,contracts,36,Congrats A,16,1,8,49,8,0
091217_1250,1,contracts,36,yes,4,1,2,48,8,0
091217_1250,1,contracts,36,yeah worked out fine :),14,1,7,48,8,0
091217_1250,1,contracts,36,yeah B next,6,1,3,43,8,0
091217_1250,1,contracts,36,so it s my go,4,1,2,42,8,0
091217_1250,1,contracts,36,B's turn!,14,1,7,42,8,0
091217_1250,1,contracts,36,99 yeah?,4,1,2,40,8,0
091217_1250,1,contracts,36,yeah,14,1,7,36,8,0
091217_1250,1,contracts,36,ok cool,4,1,2,32,8,0
091217_1250,1,contracts,36,lets go for it,4,1,2,29,8,0
091217_1250,1,contracts,36,just checking we have enough rounds left so everyone goes at 99?,10,1,5,28,8,0
091217_1250,1,contracts,36,yeas,16,1,8,23,8,0
091217_1250,1,contracts,36,theres at least 13,12,1,6,19,8,0
091217_1250,1,contracts,36,swet,10,1,5,18,8,0
091217_1250,1,contracts,36,yeah,4,1,2,18,8,0
091217_1250,1,contracts,36,yeah enough once then we need to sort something else out,14,1,7,17,8,0
091217_1250,1,contracts,36,wicked,4,1,2,15,8,0
091217_1250,1,contracts,36,sweet,10,1,5,15,8,0
091217_1250,1,contracts,36,we should have enough rounds for everyone to go 99 twice hopefully,8,1,4,9,8,0
091217_1250,1,contracts,36,ok so 99 lets do this!,4,1,2,9,8,0
091217_1250,1,contracts,36,"yeah we have enough, maybe just go round once then back to 100",6,1,3,5,8,0
091217_1250,1,contracts,37,yay thanks,4,1,2,58,8,0
091217_1250,1,contracts,37,c your go,4,1,2,55,8,0
091217_1250,1,contracts,37,cool,6,1,3,54,8,0
091217_1250,1,contracts,37,:),14,1,7,54,8,0
091217_1250,1,contracts,37,There arent enough rounds to do it twice,16,1,8,54,8,0
091217_1250,1,contracts,37,so go back to 100,12,1,6,47,8,0
091217_1250,1,contracts,37,at least there is enough to do it once,4,1,2,45,8,0
091217_1250,1,contracts,37,thats the main thing,4,1,2,42,8,0
091217_1250,1,contracts,37,so after this back to 100?,8,1,4,42,8,0
091217_1250,1,contracts,37,yeah,4,1,2,38,8,0
091217_1250,1,contracts,37,we'll just go back to 100 after one round,6,1,3,36,8,0
091217_1250,1,contracts,37,once then back to 100,4,1,2,35,8,0
091217_1250,1,contracts,37,ok,2,1,1,35,8,0
091217_1250,1,contracts,37,ok,4,1,2,32,8,0
091217_1250,1,contracts,37,there are enough to do it once,16,1,8,32,8,0
091217_1250,1,contracts,37,after all alphabet go back to 100,12,1,6,31,8,0
091217_1250,1,contracts,37,so c its your go,4,1,2,29,8,0
091217_1250,1,contracts,37,what happens if two people share 99 for the last few goes?,8,1,4,28,8,0
091217_1250,1,contracts,37,"nah we'll have to it once, then either back to 100, or A + B do 99 dont know if",14,1,7,27,8,0
091217_1250,1,contracts,37,yey,6,1,3,25,8,0
091217_1250,1,contracts,37,that works out better?,14,1,7,23,8,0
091217_1250,1,contracts,37,yeah,14,1,7,17,8,0
091217_1250,1,contracts,37,if we pair up,4,1,2,12,8,0
091217_1250,1,contracts,37,sound good,2,1,1,6,8,0
091217_1250,1,contracts,37,ok,4,1,2,4,8,0
091217_1250,1,contracts,37,kl,12,1,6,4,8,0
091217_1250,1,contracts,38,sweet,4,1,2,59,8,0
091217_1250,1,contracts,38,so after this ,4,1,2,56,8,0
091217_1250,1,contracts,38,pairing up is a good idea,16,1,8,54,8,0
091217_1250,1,contracts,38,D next,12,1,6,53,8,0
091217_1250,1,contracts,38,we will pair up with 99?,4,1,2,52,8,0
091217_1250,1,contracts,38,"awesome, thanks : )",6,1,3,52,8,0
091217_1250,1,contracts,38,"yeahh, pair up sounds good after we've done this once",14,1,7,52,8,0
091217_1250,1,contracts,38,woo - my go next? ,8,1,4,46,8,0
091217_1250,1,contracts,38,yep,12,1,6,42,8,0
091217_1250,1,contracts,38,"yep, go D :D",14,1,7,40,8,0
091217_1250,1,contracts,38,defo D,4,1,2,40,8,0
091217_1250,1,contracts,38,yep!,6,1,3,40,8,0
091217_1250,1,contracts,38,go to G then pair up,12,1,6,37,8,0
091217_1250,1,contracts,38,cool cool,8,1,4,36,8,0
091217_1250,1,contracts,38,or h?!,6,1,3,28,8,0
091217_1250,1,contracts,38,ok,10,1,5,27,8,0
091217_1250,1,contracts,38,"isnt there an h, haha yeah!",14,1,7,23,8,0
091217_1250,1,contracts,38,is there H?,12,1,6,21,8,0
091217_1250,1,contracts,38,surely to H,16,1,8,21,8,0
091217_1250,1,contracts,38,ok so finish this alphabet then pair up with each other a+b etc with 99s,4,1,2,19,8,0
091217_1250,1,contracts,38,yes there is an H,16,1,8,16,8,0
091217_1250,1,contracts,38,yep,12,1,6,14,8,0
091217_1250,1,contracts,38,wicked,4,1,2,8,8,0
091217_1250,1,contracts,38,yeah to H then pairs,14,1,7,6,8,0
091217_1250,1,contracts,38,go for it D,4,1,2,4,8,0
091217_1250,1,contracts,38,do d :),14,1,7,2,8,0
091217_1250,1,contracts,39,thanks guys :),8,1,4,56,8,0
091217_1250,1,contracts,39,woo my go,10,1,5,56,8,0
091217_1250,1,contracts,39,ok,4,1,2,55,8,0
091217_1250,1,contracts,39,E,4,1,2,53,8,0
091217_1250,1,contracts,39,you're welcome,4,1,2,45,8,0
091217_1250,1,contracts,39,hope this is the best way!,14,1,7,35,8,0
091217_1250,1,contracts,39,this is a little strange no?,4,1,2,31,8,0
091217_1250,1,contracts,39,can you think of a better way?,16,1,8,23,8,0
091217_1250,1,contracts,39,nah i mean in terms of what we're actually doing,4,1,2,12,8,0
091217_1250,1,contracts,39,price fixing,16,1,8,9,8,0
091217_1250,1,contracts,39,not really else it will go to low,10,1,5,4,8,0
091217_1250,1,contracts,39,"nope, no idea, fine as it is",14,1,7,3,8,0
091217_1250,1,contracts,39,lol no being in this room,4,1,2,1,8,0
091217_1250,1,contracts,40,well done E,4,1,2,56,8,0
091217_1250,1,contracts,40,F's go is it?,14,1,7,53,8,0
091217_1250,1,contracts,40,my turn :),12,1,6,51,8,0
091217_1250,1,contracts,40,yep,4,1,2,48,8,0
091217_1250,1,contracts,40,sweet i made a £,10,1,5,48,8,0
091217_1250,1,contracts,40,yeahhhh,14,1,7,46,8,0
091217_1250,1,contracts,40,wicked,4,1,2,44,8,0
091217_1250,1,contracts,40,haha,6,1,3,42,8,0
091217_1250,1,contracts,40,the first round was well hard,4,1,2,27,8,0
091217_1250,1,contracts,40,i got undercut everytime,4,1,2,23,8,0
091217_1250,1,contracts,40,got really annoying!,14,1,7,21,8,0
091217_1250,1,contracts,40,this way is better :),4,1,2,17,8,0
091217_1250,1,contracts,40,thats the point of the chat,16,1,8,14,8,0
091217_1250,1,contracts,40,yeah,12,1,6,13,8,0
091217_1250,1,contracts,40,yeah,14,1,7,12,8,0
091217_1250,1,contracts,40,yep,4,1,2,9,8,0
091217_1250,1,contracts,40,definately better :),8,1,4,7,8,0
091217_1250,1,contracts,40,go F!,14,1,7,3,8,0
091217_1250,1,contracts,41,yay,4,1,2,58,8,0
091217_1250,1,contracts,41,:D thanks,12,1,6,58,8,0
091217_1250,1,contracts,41,go G,4,1,2,57,8,0
091217_1250,1,contracts,41,"woohoooo, my turn!!",14,1,7,54,8,0
091217_1250,1,contracts,41,then H ,4,1,2,51,8,0
091217_1250,1,contracts,41,then we pair up,4,1,2,48,8,0
091217_1250,1,contracts,41,wick idea,4,1,2,47,8,0
091217_1250,1,contracts,41,sounds good,8,1,4,41,8,0
091217_1250,1,contracts,41,awesome,12,1,6,37,8,0
091217_1250,1,contracts,41,has anyone done one these feele experiements before?,4,1,2,21,8,0
091217_1250,1,contracts,41,i cant wait to make a £ haha :),14,1,7,18,8,0
091217_1250,1,contracts,41,nope,12,1,6,17,8,0
091217_1250,1,contracts,41,nope,16,1,8,15,8,0
091217_1250,1,contracts,41,yep,2,1,1,14,8,0
091217_1250,1,contracts,41,me neither,4,1,2,14,8,0
091217_1250,1,contracts,41,"yeah, but different to this",14,1,7,12,8,0
091217_1250,1,contracts,41,no,10,1,5,12,8,0
091217_1250,1,contracts,41,no,8,1,4,11,8,0
091217_1250,1,contracts,41,go G,4,1,2,7,8,0
091217_1250,1,contracts,41,yeah done one,6,1,3,4,8,0
091217_1250,1,contracts,41,:) thanks,14,1,7,3,8,0
091217_1250,1,contracts,42,thanks guys!,14,1,7,59,8,0
091217_1250,1,contracts,42,Finally ,16,1,8,57,8,0
091217_1250,1,contracts,42,:),4,1,2,55,8,0
091217_1250,1,contracts,42,H,4,1,2,54,8,0
091217_1250,1,contracts,42,lol,4,1,2,53,8,0
091217_1250,1,contracts,42,haha it'll be worth the wait H,6,1,3,42,8,0
091217_1250,1,contracts,42,my friend has to do them for psychology i think?,4,1,2,36,8,0
091217_1250,1,contracts,42,or something similar,4,1,2,31,8,0
091217_1250,1,contracts,42,my friend made £35 last time ?!,10,1,5,25,8,0
091217_1250,1,contracts,42,owh!,4,1,2,21,8,0
091217_1250,1,contracts,42,wat,12,1,6,20,8,0
091217_1250,1,contracts,42,nice,16,1,8,19,8,0
091217_1250,1,contracts,42,:O,14,1,7,19,8,0
091217_1250,1,contracts,42,they must be really good! ,8,1,4,13,8,0
091217_1250,1,contracts,42,he must have been mean!,4,1,2,12,8,0
091217_1250,1,contracts,42,wow,6,1,3,12,8,0
091217_1250,1,contracts,42,not sure how might have been a diff test,10,1,5,5,8,0
091217_1250,1,contracts,42,go H :),14,1,7,5,8,0
091217_1250,1,contracts,42,different experiment tho,6,1,3,4,8,0
091217_1250,1,contracts,42,haha two different takes on it there,4,1,2,3,8,0
091217_1250,1,contracts,43,A you ready?,4,1,2,57,8,0
091217_1250,1,contracts,43,Next the world!!,16,1,8,57,8,0
091217_1250,1,contracts,43,ok pairs,12,1,6,57,8,0
091217_1250,1,contracts,43,so now a and b both do 99?,8,1,4,53,8,0
091217_1250,1,contracts,43,right so A + B doing 99 yeah?,14,1,7,51,8,0
091217_1250,1,contracts,43,so me and you then b,2,1,1,50,8,0
091217_1250,1,contracts,43,yes,4,1,2,50,8,0
091217_1250,1,contracts,43,okies,10,1,5,46,8,0
091217_1250,1,contracts,43,me and you A,4,1,2,45,8,0
091217_1250,1,contracts,43,and everyone else 100,6,1,3,44,8,0
091217_1250,1,contracts,43,lets take it on,4,1,2,41,8,0
091217_1250,1,contracts,43,yep sounds good,2,1,1,41,8,0
091217_1250,1,contracts,43,!!,4,1,2,40,8,0
091217_1250,1,contracts,43,yep,12,1,6,40,8,0
091217_1250,1,contracts,43,wicked,8,1,4,35,8,0
091217_1250,1,contracts,43,£35 that is immense!,4,1,2,21,8,0
091217_1250,1,contracts,43,thats pretty crazy,14,1,7,13,8,0
091217_1250,1,contracts,43,be glad to make a quid tbh,4,1,2,11,8,0
091217_1250,1,contracts,43,thats a lot of ECU,16,1,8,9,8,0
091217_1250,1,contracts,43,ok A lets go,4,1,2,6,8,0
091217_1250,1,contracts,43,TRUE,10,1,5,5,8,0
091217_1250,1,contracts,43,haha!!,14,1,7,4,8,0
091217_1250,1,contracts,43,lets go,2,1,1,1,8,0
091217_1250,1,contracts,44,great,6,1,3,59,8,0
091217_1250,1,contracts,44,cool,2,1,1,57,8,0
091217_1250,1,contracts,44,cool,4,1,2,56,8,0
091217_1250,1,contracts,44,good job!,14,1,7,56,8,0
091217_1250,1,contracts,44,worked well,2,1,1,52,8,0
091217_1250,1,contracts,44,haha 'cool',4,1,2,48,8,0
091217_1250,1,contracts,44,c and d?,12,1,6,47,8,0
091217_1250,1,contracts,44,C + D,14,1,7,46,8,0
091217_1250,1,contracts,44,ok c and d,4,1,2,45,8,0
091217_1250,1,contracts,44,so me and C now? ,8,1,4,45,8,0
091217_1250,1,contracts,44,CD,10,1,5,43,8,0
091217_1250,1,contracts,44,yep,6,1,3,39,8,0
091217_1250,1,contracts,44,go for it c and d,4,1,2,38,8,0
091217_1250,1,contracts,44,sounds like a plan,16,1,8,35,8,0
091217_1250,1,contracts,44,good luck,4,1,2,4,8,0
091217_1250,1,contracts,45,ok,4,1,2,57,8,0
091217_1250,1,contracts,45,thanks! : ),6,1,3,57,8,0
091217_1250,1,contracts,45,whats the plan after the pairs?,14,1,7,55,8,0
091217_1250,1,contracts,45,e and f,4,1,2,54,8,0
091217_1250,1,contracts,45,thanks :) ,8,1,4,53,8,0
091217_1250,1,contracts,45,woo,12,1,6,51,8,0
